id,formula,description
119_Ba2Mg(BO2)6,Ba 2 Mg 1 B 6 O 12,"Ba 2 Mg 1 B 6 O 12 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 24, PymatgenData std dev row of 15, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 26, PymatgenData std dev atomic mass of 47, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 61."
120_Ba2Mg(BO3)2,Ba 2 Mg 1 B 2 O 6,"Ba 2 Mg 1 B 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 76, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 56, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 38, PymatgenData std dev atomic mass of 59, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 75."
121_Ba2MgMoO6,Ba 2 Mg 1 Mo 1 O 6,"Ba 2 Mg 1 Mo 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 49, PymatgenData std dev atomic mass of 66, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 83."
122_Ba2MgSi2O7,Ba 2 Mg 1 Si 2 O 7,"Ba 2 Mg 1 Si 2 O 7 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 77, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 56, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 39, PymatgenData std dev atomic mass of 57, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 75."
123_Ba2MgWO6,Ba 2 Mg 1 W 1 O 6,"Ba 2 Mg 1 W 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 83, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
124_Ba2PbO4,Ba 2 Pb 1 O 4,"Ba 2 Pb 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 37, PymatgenData std dev row of 26, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 78, PymatgenData std dev atomic mass of 99, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 95."
125_Ba2Sc2O5,Ba 2 Sc 2 O 5,"Ba 2 Sc 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 87, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 49, PymatgenData std dev atomic mass of 63, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 86."
126_Ba2ScNbO6,Ba 2 Sc 1 Nb 1 O 6,"Ba 2 Sc 1 Nb 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 51, PymatgenData std dev atomic mass of 64, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 84."
127_Ba2ScTaO6,Ba 2 Sc 1 Ta 1 O 6,"Ba 2 Sc 1 Ta 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 60, PymatgenData std dev atomic mass of 81, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 84."
128_Ba2SiO4,Ba 2 Si 1 O 4,"Ba 2 Si 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 52, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 89."
129_Ba2SiSe4,Ba 2 Si 1 Se 4,"Ba 2 Si 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 44, PymatgenData std dev row of 14, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 28, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 88, PymatgenData std dev atomic mass of 47, PymatgenData minimum atomic radius of 110, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 60."
130_Ba2SnO4,Ba 2 Sn 1 O 4,"Ba 2 Sn 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 65, PymatgenData std dev atomic mass of 76, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 91."
131_Ba2SnS4,Ba 2 Sn 1 S 4,"Ba 2 Sn 1 S 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 41, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 75, PymatgenData std dev atomic mass of 65, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 66."
132_Ba2SnSe4,Ba 2 Sn 1 Se 4,"Ba 2 Sn 1 Se 4 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 47, PymatgenData std dev row of 12, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 79, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 101, PymatgenData std dev atomic mass of 35, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 58."
133_Ba2SrTeO6,Ba 2 Sr 1 Te 1 O 6,"Ba 2 Sr 1 Te 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 89."
134_Ba2SrWO6,Ba 2 Sr 1 W 1 O 6,"Ba 2 Sr 1 W 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 64, PymatgenData std dev atomic mass of 83, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 89."
135_Ba2TaBiO6,Ba 2 Ta 1 Bi 1 O 6,"Ba 2 Ta 1 Bi 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 26, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 78, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 71, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 76, PymatgenData std dev atomic mass of 100, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 84."
136_Ba2TeO,Ba 2 Te 1 O 1,"Ba 2 Te 1 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 48, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 9, PymatgenData std dev group of 89, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 15, PymatgenData std dev block of 63, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 105, PymatgenData std dev atomic mass of 65, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 16, PymatgenData std dev atomic radius of 81."
137_Ba2TeP2O9,Ba 2 Te 1 P 2 O 9,"Ba 2 Te 1 P 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 66, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 48, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 43, PymatgenData std dev atomic mass of 65, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 74."
138_Ba2Tl2O5,Ba 2 Tl 2 O 5,"Ba 2 Tl 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 38, PymatgenData std dev row of 26, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 54, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 85, PymatgenData std dev atomic mass of 104, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 93."
139_Ba2V2Te2O11,Ba 2 V 2 Te 2 O 11,"Ba 2 V 2 Te 2 O 11 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 66, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 48, PymatgenData std dev atomic mass of 66, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 73."
140_Ba2YGaSe5,Ba 2 Y 1 Ga 1 Se 5,"Ba 2 Y 1 Ga 1 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 46, PymatgenData std dev row of 11, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 72, PymatgenData minimum atomic mass of 70, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 92, PymatgenData std dev atomic mass of 31, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 53."
141_Ba2YTaO6,Ba 2 Y 1 Ta 1 O 6,"Ba 2 Y 1 Ta 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 64, PymatgenData std dev atomic mass of 82, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 86."
142_Ba2Zn3(AsO)2,Ba 2 Zn 3 As 2 O 2,"Ba 2 Zn 3 As 2 O 2 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 15, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 61, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 86, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 73, PymatgenData std dev atomic mass of 47, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 61."
143_Ba2ZnGe2O7,Ba 2 Zn 1 Ge 2 O 7,"Ba 2 Zn 1 Ge 2 O 7 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 66, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 64, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 50, PymatgenData std dev atomic mass of 59, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 75."
144_Ba2ZnMoO6,Ba 2 Zn 1 Mo 1 O 6,"Ba 2 Zn 1 Mo 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 76, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 53, PymatgenData std dev atomic mass of 65, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
145_Ba2ZnO3,Ba 2 Zn 1 O 3,"Ba 2 Zn 1 O 3 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 37, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 88, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 65, PymatgenData std dev atomic mass of 69, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 89."
146_Ba2ZnS3,Ba 2 Zn 1 S 3,"Ba 2 Zn 1 S 3 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 42, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 88, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 73, PymatgenData std dev atomic mass of 60, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 66."
147_Ba2ZnSi2O7,Ba 2 Zn 1 Si 2 O 7,"Ba 2 Zn 1 Si 2 O 7 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 30, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 66, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 64, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 42, PymatgenData std dev atomic mass of 58, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 74."
148_Ba2ZnTeO6,Ba 2 Zn 1 Te 1 O 6,"Ba 2 Zn 1 Te 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 71, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 56, PymatgenData std dev atomic mass of 70, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 81."
149_Ba2ZnWO6,Ba 2 Zn 1 W 1 O 6,"Ba 2 Zn 1 W 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 76, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 62, PymatgenData std dev atomic mass of 82, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 81."
150_Ba2ZrO4,Ba 2 Zr 1 O 4,"Ba 2 Zr 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 88, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 85, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 61, PymatgenData std dev atomic mass of 72, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 92."
151_Ba2ZrSnO6,Ba 2 Zr 1 Sn 1 O 6,"Ba 2 Zr 1 Sn 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 79, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 71, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 69, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 83."
152_Ba2ZrTiO6,Ba 2 Zr 1 Ti 1 O 6,"Ba 2 Zr 1 Ti 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 51, PymatgenData std dev atomic mass of 64, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 83."
153_Ba3(AsO4)2,Ba 3 As 2 O 8,"Ba 3 As 2 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 79, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 57, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 53, PymatgenData std dev atomic mass of 69, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 86."
154_Ba3(BO3)2,Ba 3 B 2 O 6,"Ba 3 B 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 78, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 48, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 87."
155_Ba3(GaS3)2,Ba 3 Ga 2 S 6,"Ba 3 Ga 2 S 6 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 78, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 68, PymatgenData std dev atomic mass of 58, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 64."
156_Ba3(PO4)2,Ba 3 P 2 O 8,"Ba 3 P 2 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 79, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 57, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 46, PymatgenData std dev atomic mass of 68, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 86."
